Steroids,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+
0,Mickey Vernon,2,14,0.048,72,33,20,34.5,25.4,30,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116
0,X-Larry Doby HO,2,10,0.034,72,30,13,49.6,39.6,44.6,1533,5348,960,1515,253,970,47,871,0.283,0.386,0.49,0.876,136
0,Bobby Thomson,2,10,0.034,31,21,15,33.3,26.9,30.1,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110
0,Ted Kluszewski,1,9,0.031,77,24,15,32.4,29.2,30.8,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123
0,Gil McDougald,2,4,0.014,54,21,10,40.7,32.1,36.4,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111
0,Terry Moore,7,3,0.01,21,13,11,18.9,17.3,18.1,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99
0,Jackie Jensen,1,3,0.01,56,25,11,27.9,24.8,26.3,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120
0,Carl Furillo,2,2,0.007,41,27,15,35.1,26,30.6,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112
0,X-Elmer Val,1,2,0.007,15,21,20,28.1,22.2,25.2,1806,5029,768,1420,58,601,110,942,0.282,0.398,0.391,0.79,115
0,X-Earl Torgeson,1,2,0.007,6,19,15,32.9,25.3,29.1,1668,4969,848,1318,149,740,133,980,0.265,0.385,0.417,0.802,117
0,X-Jim Hegan,2,2,0.007,71,21,17,5.7,7.2,6.4,1666,4772,550,1087,92,525,15,456,0.228,0.295,0.344,0.639,74
0,X-Del Ennis,2,2,0.007,53,29,14,31.1,28.6,29.9,1903,7254,985,2063,288,1284,45,597,0.284,0.34,0.472,0.812,117
0,X-Andy Pafko,2,1,0.003,37,22,17,36.7,29.7,33.2,1852,6292,844,1796,213,976,38,561,0.285,0.35,0.449,0.799,117
0,X-Grady Hatton,2,1,0.003,4,16,12,17.6,15.9,16.8,1312,4206,562,1068,91,533,42,646,0.254,0.354,0.374,0.728,96
0,X-Walt Dropo,1,1,0.003,19,10,13,3.1,6.6,4.8,1288,4124,478,1113,152,704,5,328,0.27,0.326,0.432,0.757,100
0,X-Billy Martin,1,1,0.003,18,13,11,2.9,7.2,5.1,1021,3419,425,877,64,333,34,188,0.257,0.3,0.369,0.669,81
0,X-Clint Courtney,1,1,0.003,3,5,11,7.4,8.6,8,946,2796,260,750,38,313,3,264,0.268,0.339,0.366,0.705,94
0,Luke Appling HOF,7,142,0.706,149,57,20,74.5,43.9,59.2,2422,8856,1319,2749,45,1116,179,1302,0.31,0.399,0.398,0.798,113
0,Roy Campanella HOF,1,115,0.572,108,39,10,37,35.6,36.3,1215,4205,627,1161,242,856,25,533,0.276,0.36,0.5,0.86,123
0,Joe Medwick HOF,6,108,0.537,200,47,17,55.6,39.7,47.6,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134
0,Pee Wee Reese HOF,1,73,0.363,100,39,16,66.3,40.9,53.6,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99
0,Lou Boudreau HOF,5,68,0.338,89,34,15,63,48.7,55.8,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120
0,Al Lopez HOF,8,57,0.284,71,24,19,21.9,14.3,18.1,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83
0,X-Chuck Klein HOF,12,56,0.279,194,48,17,43.6,36.7,40.1,1753,6486,1168,2076,300,1201,79,601,0.32,0.379,0.543,0.922,137
0,Johnny Mize HO,3,54,0.269,175,47,15,70.9,48.7,59.8,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158
0,Marty Marion,4,50,0.249,57,17,13,31.6,26.2,28.9,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81
0,X-Lloyd Waner HOF,9,47,0.234,89,31,18,24.1,20.3,22.2,1993,7772,1201,2459,27,598,67,420,0.316,0.353,0.393,0.747,99
0,Phil Rizzuto HOF,3,45,0.224,87,23,13,40.8,33.8,37.3,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93
0,Ernie Lombardi HOF,7,33,0.164,133,42,17,46.8,28.8,37.8,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126
0,George Kell HO,1,33,0.164,90,29,15,37.4,27.8,32.6,1795,6702,880,2054,78,870,51,621,0.306,0.367,0.414,0.781,112
0,Ralph Kiner HOF,3,31,0.154,137,35,10,49.4,43.7,46.5,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149
0,Joe Gordon HOF,7,30,0.149,88,31,11,57.2,45.8,51.5,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120
0,Billy Herman HOF,5,26,0.129,147,38,15,54.8,35.5,45.1,1922,7707,1163,2345,47,839,67,737,0.304,0.367,0.407,0.774,112
0,Bobby Doerr HOF,6,24,0.119,96,41,14,51.2,36.4,43.8,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115
0,Phil Cavarretta,2,22,0.109,42,22,22,34.6,25.2,29.9,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118
0,X-Pepper Martin,14,19,0.095,49,21,13,17.4,16.7,17,1189,4117,756,1227,59,501,146,369,0.298,0.358,0.443,0.801,113
0,Arky Vaughan HOF,8,17,0.085,116,53,14,72.9,50.6,61.8,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136
0,X-Leo Durocher HOF,8,15,0.075,15,14,17,5.1,7.3,6.2,1637,5350,575,1320,24,567,31,377,0.247,0.299,0.32,0.619,66
0,Terry Moore,6,14,0.07,21,13,11,18.9,17.3,18.1,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99
0,Tommy Henrich,7,13,0.065,49,27,11,35.7,28.1,31.9,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132
0,Charlie Keller,6,12,0.06,47,30,13,43.1,38.7,40.9,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152
0,Doc Cramer,5,12,0.06,81,30,20,8.4,11,9.7,2239,9140,1357,2705,37,842,62,572,0.296,0.34,0.375,0.715,87
0,Dom DiMaggio,3,12,0.06,64,28,11,32,26.7,29.4,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,110
0,Rudy Yor,2,10,0.05,69,28,13,35,28.5,31.8,1603,5891,876,1621,277,1149,38,792,0.275,0.362,0.483,0.845,123
0,Dixie Walker,2,6,0.03,83,35,18,42.7,30.3,36.5,1905,6740,1038,2064,105,1023,59,817,0.306,0.383,0.437,0.82,121
0,Frank McCormick,3,6,0.03,86,18,13,34.9,28.4,31.6,1534,5723,722,1711,128,954,27,399,0.299,0.348,0.434,0.781,118
0,Bob Elliott,3,4,0.02,62,34,15,50.4,34.8,42.6,1978,7141,1064,2061,170,1195,60,967,0.289,0.375,0.44,0.815,124
0,Wes Westrum,1,2,0.01,17,8,11,13.3,13.9,13.6,919,2322,302,503,96,315,10,489,0.217,0.356,0.373,0.729,94
0,George Cas,4,2,0.01,48,14,11,15.3,16.3,15.8,1226,5016,785,1415,21,377,349,426,0.282,0.341,0.358,0.699,95
0,Ron Northey,1,1,0.005,4,14,12,14.9,13.7,14.3,1084,3172,385,874,108,513,7,361,0.276,0.352,0.45,0.801,124
0,Roy Smalley,1,1,0.005,0,3,11,2.6,3.6,3.1,872,2644,277,601,61,305,4,257,0.227,0.3,0.36,0.66,77
0,Eddie Miksis,1,1,0.005,0,8,14,-3.4,1.2,-1.1,1042,3053,383,722,44,228,52,215,0.236,0.288,0.322,0.61,62
0,X-Edd Roush HOF,19,146,0.543,72,36,18,45.3,31.5,38.4,1967,7363,1099,2376,68,981,268,484,0.323,0.369,0.446,0.815,126
0,Sam Rice HO,12,143,0.532,128,51,20,52.6,30.8,41.7,2404,9269,1514,2987,34,1077,351,708,0.322,0.374,0.427,0.801,112
0,Jim Bottomley HOF,11,89,0.331,99,42,16,35.3,28.8,32.1,1991,7471,1177,2313,219,1422,58,664,0.31,0.369,0.5,0.869,125
0,Kiki Cuyler HOF,11,72,0.268,116,46,18,46.7,34.9,40.8,1879,7161,1305,2299,128,1065,328,676,0.321,0.386,0.474,0.86,125
0,Hack Wilson HOF,14,72,0.268,102,39,12,38.9,35.8,37.3,1348,4760,884,1461,244,1063,52,674,0.307,0.395,0.545,0.94,144
0,Luke Appling HOF,5,72,0.268,149,57,20,74.5,43.9,59.2,2422,8856,1319,2749,45,1116,179,1302,0.31,0.399,0.398,0.798,113
0,Tony Lazzeri HOF,13,59,0.219,89,39,14,50,35.1,42.6,1740,6297,986,1840,178,1194,148,869,0.292,0.38,0.467,0.846,121
0,Johnny Mize HO,1,45,0.167,175,47,15,70.9,48.7,59.8,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158
0,Lefty O'Doul,9,45,0.167,92,31,11,27.1,27.3,27.2,970,3264,624,1140,113,542,36,333,0.349,0.413,0.532,0.945,143
0,Earle Combs HOF,13,43,0.16,103,37,12,42.5,34.3,38.4,1455,5746,1186,1866,58,633,98,670,0.325,0.397,0.462,0.859,125
0,X-Hank Gowdy,17,38,0.141,6,25,17,23.7,18.2,21,1050,2735,270,738,21,321,59,311,0.27,0.351,0.358,0.709,104
0,Joe Medwick HOF,4,38,0.141,200,47,17,55.6,39.7,47.6,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134
0,Marty Marion,2,37,0.138,57,17,13,31.6,26.2,28.9,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81
0,Chuck Klein HOF,10,37,0.138,194,48,17,43.6,36.7,40.1,1753,6486,1168,2076,300,1201,79,601,0.32,0.379,0.543,0.922,137
0,Lou Boudreau HOF,3,35,0.13,89,34,15,63,48.7,55.8,1646,6029,861,1779,68,789,51,796,0.295,0.38,0.415,0.795,120
0,X-Bucky Harris HOF,10,31,0.115,12,18,12,15.2,15.3,15.2,1263,4736,722,1297,9,508,167,472,0.274,0.352,0.354,0.706,86
0,X-Dave Bancroft HOF,15,30,0.112,85,29,16,48.5,37.2,42.9,1913,7182,1048,2004,32,591,145,827,0.279,0.355,0.358,0.714,98
0,Goose Goslin HOF,8,30,0.112,159,61,18,66.1,43.3,54.7,2287,8656,1482,2735,248,1612,176,949,0.316,0.387,0.5,0.887,128
0,Pepper Martin,12,29,0.108,49,21,13,17.4,16.7,17,1189,4117,756,1227,59,501,146,369,0.298,0.358,0.443,0.801,113
0,Chick Hafey HOF,11,29,0.108,68,33,13,30.1,27.1,28.6,1283,4625,777,1466,164,833,70,372,0.317,0.372,0.526,0.898,133
0,Jimmy Dykes,10,27,0.1,27,30,22,35.3,21.3,28.3,2282,8046,1108,2256,108,1069,70,958,0.28,0.365,0.399,0.764,96
0,Al Lopez HOF,6,26,0.097,71,24,19,21.9,14.3,18.1,1950,5916,613,1547,51,652,46,556,0.261,0.326,0.337,0.663,83
0,X-Joe Sewell HOF,7,23,0.086,68,45,14,53.7,37.3,45.5,1903,7132,1141,2226,49,1054,74,842,0.312,0.391,0.413,0.804,108
0,Lloyd Waner HOF,7,22,0.082,89,31,18,24.1,20.3,22.2,1993,7772,1201,2459,27,598,67,420,0.316,0.353,0.393,0.747,99
0,Heinie Manush HOF,5,20,0.074,137,46,17,45.8,34.7,40.2,2008,7654,1288,2524,110,1183,113,506,0.33,0.377,0.479,0.856,121
0,Glenn Wright,11,18,0.067,33,27,11,25.3,24.4,24.8,1119,4153,584,1219,94,723,38,209,0.294,0.328,0.447,0.775,99
0,X-Joe Judge,7,15,0.056,33,32,20,46.9,26.4,36.7,2171,7898,1184,2352,71,1034,213,965,0.298,0.378,0.42,0.798,114
0,Bobby Doerr HOF,4,15,0.056,96,41,14,51.2,36.4,43.8,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115
0,Charlie Grimm,11,13,0.048,18,19,20,13.4,13.2,13.3,2166,7917,908,2299,79,1077,57,578,0.29,0.341,0.397,0.738,94
0,Wally Schang,5,11,0.041,58,33,19,48,27.6,37.8,1842,5307,769,1506,59,705,121,849,0.284,0.393,0.401,0.794,117
0,Joe Gordon HOF,5,11,0.041,88,31,11,57.2,45.8,51.5,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120
0,X-Cy Williams,13,11,0.041,44,31,19,37.1,25.6,31.4,2002,6780,1024,1981,251,1005,115,690,0.292,0.365,0.47,0.835,125
0,Travis Jackson HOF,11,11,0.041,28,29,15,44,35.1,39.5,1656,6086,833,1768,135,929,71,412,0.291,0.337,0.433,0.77,102
0,Earl Averill HOF,6,11,0.041,129,50,13,48,37.3,42.7,1669,6353,1224,2019,238,1164,70,774,0.318,0.395,0.534,0.928,133
0,Leo Durocher HOF,6,10,0.037,15,14,17,5.1,7.3,6.2,1637,5350,575,1320,24,567,31,377,0.247,0.299,0.32,0.619,66
0,X-Bob Meusel,11,10,0.037,73,31,11,27.7,23.6,25.6,1407,5475,826,1693,156,1071,143,375,0.309,0.356,0.497,0.852,118
0,Tommy Henrich,5,10,0.037,49,27,11,35.7,28.1,31.9,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132
0,Arky Vaughan HOF,6,10,0.037,116,53,14,72.9,50.6,61.8,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136
0,Red Rolfe,7,10,0.037,74,21,10,23.5,22.2,22.9,1175,4827,942,1394,69,497,44,526,0.289,0.36,0.413,0.773,99
0,X-Muddy Rue,10,9,0.033,49,28,19,20.1,18.9,19.5,1468,4514,494,1242,4,536,61,606,0.275,0.365,0.332,0.697,83
0,X-Joe Dugan,7,8,0.03,22,13,14,9.4,10.5,9.9,1447,5410,665,1516,42,567,37,250,0.28,0.317,0.372,0.689,82
0,Frankie Crosetti,5,8,0.03,58,23,17,23.9,19.1,21.5,1683,6277,1006,1541,98,649,113,792,0.245,0.341,0.354,0.695,83
0,Pete Reiser,2,8,0.03,39,17,10,21.8,21.5,21.6,861,2662,473,786,58,368,87,343,0.295,0.38,0.45,0.829,128
0,Charlie Keller,4,7,0.026,47,30,13,43.1,38.7,40.9,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152
0,X-Babe Herman,12,7,0.026,74,39,13,40.3,31.8,36.1,1552,5603,882,1818,181,997,94,520,0.324,0.383,0.532,0.915,141
0,Terry Moore,4,7,0.026,21,13,11,18.9,17.3,18.1,1298,4700,719,1318,80,513,82,406,0.28,0.34,0.399,0.739,99
0,Stan Hac,7,6,0.022,76,38,16,52.6,35.2,43.9,1938,7278,1239,2193,57,642,165,1092,0.301,0.394,0.397,0.791,119
0,Jimmie Wilson,11,6,0.022,45,26,18,11.2,10.6,10.9,1525,4778,580,1358,32,621,86,356,0.284,0.336,0.37,0.707,82
0,Ernie Lombardi HOF,5,6,0.022,133,42,17,46.8,28.8,37.8,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126
0,Freddie Lindstrom HOF,4,6,0.022,56,26,13,28.3,26.3,27.3,1438,5611,895,1747,103,779,84,334,0.311,0.351,0.449,0.8,110
0,Bing Miller,2,6,0.022,38,30,16,28.9,20.8,24.8,1820,6212,946,1934,116,993,127,383,0.311,0.359,0.461,0.82,108
0,Max Bishop,4,5,0.019,28,29,12,37.4,29.2,33.3,1338,4494,966,1216,41,379,40,1156,0.271,0.423,0.366,0.789,103
0,Moe Ber,2,5,0.019,0,0,15,-4.3,1.2,-1.5,663,1813,150,441,6,206,12,78,0.243,0.278,0.299,0.577,49
0,High Pockets Kelly HOF,6,5,0.019,48,22,16,25.3,24,24.6,1622,5993,819,1778,148,1020,65,386,0.297,0.342,0.452,0.794,109
0,Riggs Stephenson,3,4,0.015,57,32,14,32.1,24.2,28.2,1310,4508,714,1515,63,773,53,494,0.336,0.407,0.473,0.88,129
0,Dom DiMaggio,1,4,0.015,64,28,11,32,26.7,29.4,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,110
0,Eddie Stanky,1,3,0.011,27,27,11,39.3,35.7,37.5,1259,4301,811,1154,29,364,48,996,0.268,0.41,0.348,0.758,109
0,Lew Fonseca,5,3,0.011,45,21,12,13.9,14.4,14.2,937,3404,518,1075,31,485,64,186,0.316,0.355,0.432,0.788,103
0,Red Kress,2,3,0.011,24,21,14,16.5,16.9,16.7,1391,5087,691,1454,89,799,46,474,0.286,0.347,0.42,0.767,97
0,Ossie Bluege,6,3,0.011,8,18,18,28.3,19.7,24,1867,6440,883,1751,43,848,140,723,0.272,0.352,0.356,0.707,85
0,Ralph Kiner HOF,1,3,0.011,137,35,10,49.4,43.7,46.5,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149
0,Dolph Camilli,4,3,0.011,56,26,12,42.8,39.5,41.2,1490,5353,936,1482,239,950,60,947,0.277,0.388,0.492,0.88,135
0,Pinky Higgins,4,3,0.011,27,30,14,27.5,21,24.3,1802,6636,931,1941,140,1075,61,800,0.292,0.37,0.428,0.798,107
0,Bob O'Farrell,3,3,0.011,34,29,21,21.4,18.7,20.1,1492,4101,517,1120,51,549,35,547,0.273,0.36,0.388,0.748,98
0,Luke Sewell,3,3,0.011,38,23,20,6,8.7,7.4,1630,5383,653,1393,20,698,66,486,0.259,0.323,0.341,0.665,70
0,Mike Gonzalez,5,2,0.007,0,19,17,9,9.8,9.4,1042,2829,283,717,13,263,52,231,0.253,0.314,0.324,0.638,80
0,Marty McManus,2,2,0.007,26,30,15,33.6,23.7,28.6,1831,6660,1008,1926,120,992,126,675,0.289,0.357,0.43,0.787,102
0,Bob Elliott,1,2,0.007,62,34,15,50.4,34.8,42.6,1978,7141,1064,2061,170,1195,60,967,0.289,0.375,0.44,0.815,124
0,Hank Edwards,1,2,0.007,4,9,11,10.1,10.6,10.3,735,2191,285,613,51,276,9,208,0.28,0.343,0.44,0.783,118
0,Tommy Holmes,2,2,0.007,55,22,11,34.3,31,32.6,1320,4992,698,1507,88,581,40,480,0.302,0.366,0.432,0.798,122
0,Cookie Lavagetto,2,2,0.007,16,16,10,11.2,12.1,11.6,1043,3509,487,945,40,486,63,485,0.269,0.36,0.377,0.737,99
0,Dick Bartell,4,1,0.004,67,32,18,40.2,29.7,35,2016,7629,1130,2165,79,710,109,748,0.284,0.355,0.391,0.747,96
0,Harry Danning,2,1,0.004,25,8,10,15.6,16,15.8,890,2971,363,847,57,397,13,187,0.285,0.33,0.415,0.745,104
0,Ken Keltner,2,1,0.004,37,19,13,33.8,28.8,31.3,1526,5683,737,1570,163,852,39,514,0.276,0.338,0.441,0.778,112
0,Doc Cramer,3,1,0.004,81,30,20,8.4,11,9.7,2239,9140,1357,2705,37,842,62,572,0.296,0.34,0.375,0.715,87
0,Bill Nicholson,1,1,0.004,50,22,16,41.8,33.8,37.8,1677,5546,837,1484,235,948,27,800,0.268,0.365,0.465,0.83,132
0,X-Hans Lobert,4,1,0.004,3,16,14,23.1,20.4,21.8,1317,4563,640,1252,32,481,316,395,0.274,0.337,0.366,0.703,109
0,Ray Blades,2,1,0.004,22,21,10,15.1,15.2,15.1,767,2415,467,726,50,340,33,331,0.301,0.395,0.46,0.855,123
0,Sibby Sisti,1,1,0.004,0,9,13,1.8,3.9,2.9,1016,2999,401,732,27,260,30,283,0.244,0.313,0.324,0.637,79
0,Freddy Leach,2,1,0.004,22,17,10,8,9.9,8.9,991,3733,543,1147,72,509,32,163,0.307,0.341,0.446,0.787,101
0,X-Heinie Gro,8,1,0.004,24,24,16,48.2,35.5,41.9,1676,6074,918,1774,26,566,180,696,0.292,0.373,0.384,0.757,118
0,Willie Kam,2,1,0.004,5,20,13,35.3,26,30.7,1693,5851,802,1643,29,827,126,824,0.281,0.372,0.384,0.756,97
0,Johnny Pesky,1,1,0.004,71,33,10,31.9,31.1,31.5,1270,4745,867,1455,17,404,53,662,0.307,0.394,0.386,0.78,107
0,Sparky Adams,2,1,0.004,17,19,13,15.9,14.7,15.3,1424,5557,844,1588,9,394,154,453,0.286,0.343,0.353,0.695,82
0,Wally Moses,2,1,0.004,45,28,17,33.1,24.3,28.7,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109
0,Mule Haa,4,1,0.004,25,17,12,12.5,13.1,12.8,1168,4303,706,1257,43,496,12,433,0.292,0.359,0.402,0.761,94
0,Birdie Tebbetts,2,1,0.004,17,25,14,5.6,7.4,6.5,1162,3704,357,1000,38,469,29,389,0.27,0.341,0.358,0.7,81
0,Rick Ferrell HOF,3,1,0.004,109,34,18,33.7,22.5,28.1,1884,6028,687,1692,28,734,29,931,0.281,0.378,0.363,0.741,95
0,Charley O'Leary,3,1,0.004,5,0,11,0.2,3.5,1.9,955,3232,317,731,3,220,74,164,0.226,0.27,0.272,0.543,67
0,Bubbles Hargrave,3,1,0.004,24,20,12,16.2,16.1,16.1,852,2533,314,786,29,376,29,217,0.31,0.372,0.452,0.824,118
0,Gus Suh,3,1,0.004,22,15,11,23.1,21.1,22.1,1435,5176,714,1446,84,818,53,718,0.279,0.368,0.428,0.796,113
0,George Cas,2,1,0.004,48,14,11,15.3,16.3,15.8,1226,5016,785,1415,21,377,349,426,0.282,0.341,0.358,0.699,95
0,Hank Greenberg,9,164,0.85,188,46,13,57.6,47.7,52.6,1394,5193,1046,1628,331,1274,58,852,0.313,0.412,0.605,1.017,158
0,Joe Cronin,10,152,0.788,143,55,20,66.4,43.9,55.2,2124,7579,1233,2285,170,1424,87,1059,0.301,0.39,0.468,0.857,119
0,Edd Roush HOF,17,91,0.472,72,36,18,45.3,31.5,38.4,1967,7363,1099,2376,68,981,268,484,0.323,0.369,0.446,0.815,126
0,Hack Wilson HOF,12,74,0.383,102,39,12,38.9,35.8,37.3,1348,4760,884,1461,244,1063,52,674,0.307,0.395,0.545,0.94,144
0,Max Carey HOF,13,65,0.337,79,36,20,54,32.9,43.5,2476,9363,1545,2665,70,802,738,1040,0.285,0.361,0.386,0.747,108
0,Tony Lazzeri HOF,11,64,0.332,89,39,14,50,35.1,42.6,1740,6297,986,1840,178,1194,148,869,0.292,0.38,0.467,0.846,121
0,Kiki Cuyler HOF,9,55,0.285,116,46,18,46.7,34.9,40.8,1879,7161,1305,2299,128,1065,328,676,0.321,0.386,0.474,0.86,125
0,Hank Gowdy,15,49,0.254,6,25,17,23.7,18.2,21,1050,2735,270,738,21,321,59,311,0.27,0.351,0.358,0.709,104
0,Sam Rice HO,10,45,0.233,128,51,20,52.6,30.8,41.7,2404,9269,1514,2987,34,1077,351,708,0.322,0.374,0.427,0.801,112
0,Chuck Klein HOF,8,44,0.228,194,48,17,43.6,36.7,40.1,1753,6486,1168,2076,300,1201,79,601,0.32,0.379,0.543,0.922,137
0,Jim Bottomley HOF,9,42,0.218,99,42,16,35.3,28.8,32.1,1991,7471,1177,2313,219,1422,58,664,0.31,0.369,0.5,0.869,125
0,Joe Medwick HOF,2,31,0.161,200,47,17,55.6,39.7,47.6,1984,7635,1198,2471,205,1383,42,437,0.324,0.362,0.505,0.867,134
0,Goose Goslin HOF,6,26,0.135,159,61,18,66.1,43.3,54.7,2287,8656,1482,2735,248,1612,176,949,0.316,0.387,0.5,0.887,128
0,Zack Wheat HOF,16,26,0.135,99,48,19,60.2,34.6,47.4,2410,9106,1289,2884,132,1248,205,650,0.317,0.367,0.45,0.817,129
0,Ross Youngs HOF,17,19,0.098,73,32,10,32.1,30.3,31.2,1211,4627,812,1491,42,592,153,550,0.322,0.399,0.441,0.839,130
0,Lloyd Waner HOF,5,18,0.093,89,31,18,24.1,20.3,22.2,1993,7772,1201,2459,27,598,67,420,0.316,0.353,0.393,0.747,99
0,Jimmie Wilson,9,17,0.088,45,26,18,11.2,10.6,10.9,1525,4778,580,1358,32,621,86,356,0.284,0.336,0.37,0.707,82
0,Chick Hafey HOF,9,16,0.083,68,33,13,30.1,27.1,28.6,1283,4625,777,1466,164,833,70,372,0.317,0.372,0.526,0.898,133
0,Muddy Rue,8,16,0.083,49,28,19,20.1,18.9,19.5,1468,4514,494,1242,4,536,61,606,0.275,0.365,0.332,0.697,83
0,Dave Bancroft HOF,13,15,0.078,85,29,16,48.5,37.2,42.9,1913,7182,1048,2004,32,591,145,827,0.279,0.355,0.358,0.714,98
0,Earle Combs HOF,11,14,0.073,103,37,12,42.5,34.3,38.4,1455,5746,1186,1866,58,633,98,670,0.325,0.397,0.462,0.859,125
0,Luke Appling HOF,3,14,0.073,149,57,20,74.5,43.9,59.2,2422,8856,1319,2749,45,1116,179,1302,0.31,0.399,0.398,0.798,113
0,Travis Jackson HOF,9,14,0.073,28,29,15,44,35.1,39.5,1656,6086,833,1768,135,929,71,412,0.291,0.337,0.433,0.77,102
0,Heinie Manush HOF,3,13,0.067,137,46,17,45.8,34.7,40.2,2008,7654,1288,2524,110,1183,113,506,0.33,0.377,0.479,0.856,121
0,Cy Williams,11,11,0.057,44,31,19,37.1,25.6,31.4,2002,6780,1024,1981,251,1005,115,690,0.292,0.365,0.47,0.835,125
0,Babe Herman,10,11,0.057,74,39,13,40.3,31.8,36.1,1552,5603,882,1818,181,997,94,520,0.324,0.383,0.532,0.915,141
0,Arky Vaughan HOF,4,9,0.047,116,53,14,72.9,50.6,61.8,1817,6622,1173,2103,96,926,118,937,0.318,0.406,0.453,0.859,136
0,Ernie Lombardi HOF,3,8,0.041,133,42,17,46.8,28.8,37.8,1853,5855,601,1792,190,990,8,430,0.306,0.358,0.46,0.818,126
0,Pepper Martin,10,7,0.036,49,21,13,17.4,16.7,17,1189,4117,756,1227,59,501,146,369,0.298,0.358,0.443,0.801,113
0,Bobby Doerr HOF,2,5,0.026,96,41,14,51.2,36.4,43.8,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115
0,Lefty O'Doul,7,5,0.026,92,31,11,27.1,27.3,27.2,970,3264,624,1140,113,542,36,333,0.349,0.413,0.532,0.945,143
0,Doc Cramer,1,4,0.021,81,30,20,8.4,11,9.7,2239,9140,1357,2705,37,842,62,572,0.296,0.34,0.375,0.715,87
0,Joe Gordon HOF,3,4,0.021,88,31,11,57.2,45.8,51.5,1566,5707,914,1530,253,975,89,759,0.268,0.357,0.466,0.822,120
0,Freddie Lindstrom HOF,2,3,0.016,56,26,13,28.3,26.3,27.3,1438,5611,895,1747,103,779,84,334,0.311,0.351,0.449,0.8,110
0,Earl Averill HOF,4,3,0.016,129,50,13,48,37.3,42.7,1669,6353,1224,2019,238,1164,70,774,0.318,0.395,0.534,0.928,133
0,Joe Sewell HOF,5,3,0.016,68,45,14,53.7,37.3,45.5,1903,7132,1141,2226,49,1054,74,842,0.312,0.391,0.413,0.804,108
0,Glenn Wright,9,3,0.016,33,27,11,25.3,24.4,24.8,1119,4153,584,1219,94,723,38,209,0.294,0.328,0.447,0.775,99
0,Frank McCormick,1,3,0.016,86,18,13,34.9,28.4,31.6,1534,5723,722,1711,128,954,27,399,0.299,0.348,0.434,0.781,118
0,Red Rolfe,5,3,0.016,74,21,10,23.5,22.2,22.9,1175,4827,942,1394,69,497,44,526,0.289,0.36,0.413,0.773,99
0,Riggs Stephenson,1,2,0.01,57,32,14,32.1,24.2,28.2,1310,4508,714,1515,63,773,53,494,0.336,0.407,0.473,0.88,129
0,Tommy Henrich,3,2,0.01,49,27,11,35.7,28.1,31.9,1284,4603,901,1297,183,795,37,712,0.282,0.382,0.491,0.873,132
