Rk,Name,YoB,Votes,%vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,Pos Summary
31,X-Toby Harrah,1st,1,0.2%,21,33,17,51.4,35.4,43.4,55.8,2155,7402,1115,1954,195,918,238,1153,0.264,0.365,0.395,0.76,114.0,,,,,,,,,,,,,,*5*64H/D9
32,X-Ben Oglivie,1st,0,0.0%,32,18,16,26.4,23.5,24.9,53.4,1754,5913,784,1615,235,901,87,560,0.273,0.336,0.45,0.786,118.0,,,,,,,,,,,,,,*7*9HD3/8
33,X-Garry Maddox,1st,0,0.0%,25,16,15,36.8,30.4,33.6,58.1,1749,6331,777,1802,117,754,248,323,0.285,0.32,0.413,0.733,101.0,,,,,,,,,,,,,,*8H/79
34,X-Gorman Thomas,1st,0,0.0%,35,16,13,19.8,21.5,20.6,58.1,1436,4677,681,1051,268,782,50,697,0.225,0.324,0.448,0.772,114.0,,,,,,,,,,,,,,*8D9H7/35
35,X-Ken Forsch,1st,0,0.0%,9,14,16,26.0,21.1,23.5,61.4,421,383,16,52,0,17,1,16,0.136,0.17,0.151,0.322,-7.0,114.0,113.0,3.37,106.0,1.249,521.0,241.0,51.0,2127.1,2071.0,155.0,586.0,1047.0,*1
36,X-Pete Vuckovich,1st,0,0.0%,24,12,11,16.4,17.1,16.7,61.4,111,208,15,33,0,13,1,3,0.159,0.169,0.192,0.361,-1.0,93.0,69.0,3.66,104.0,1.374,286.0,186.0,10.0,1455.1,1454.0,107.0,545.0,882.0,1
37,X-John Denny,1st,0,0.0%,25,13,13,32.2,29.6,30.9,61.4,270,570,44,97,0,29,9,19,0.17,0.197,0.193,0.39,9.0,123.0,108.0,3.59,105.0,1.336,325.0,322.0,0.0,2148.2,2093.0,137.0,778.0,1146.0,*1/H
1,Reggie Jackson,1st,396,93.6%,171,54,21,73.9,46.8,60.4,56.7,2820,9864,1551,2584,563,1702,228,1375,0.262,0.356,0.49,0.846,139.0,,,,,,,,,,,,,,*9*D8H/7
2,Phil Niekro HOF,1st,278,65.7%,157,52,24,95.9,54.3,75.1,61.4,742,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8.0,318.0,274.0,3.35,115.0,1.268,864.0,716.0,29.0,5404.0,5044.0,482.0,1809.0,3342.0,*1/H
3,Orlando Cepeda HOF,14th,252,59.6%,126,37,17,50.1,34.5,42.3,53.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133.0,,,,,,,,,,,,,,*37DH/95
4,Tony Perez HOF,2nd,233,55.1%,81,41,23,54.0,36.5,45.3,53.4,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122.0,,,,,,,,,,,,,,*3*5HD/4
5,Steve Garvey,1st,176,41.6%,131,32,19,38.0,28.7,33.4,53.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117.0,,,,,,,,,,,,,,*35H/749
6,Tony Oliva HOF,12th,157,37.1%,114,29,15,43.0,38.6,40.8,56.7,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131.0,,,,,,,,,,,,,,*9*DH8/7
7,Ron Santo HOF,10th,155,36.6%,88,41,15,70.5,53.8,62.2,55.8,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125.0,,,,,,,,,,,,,,*5D4/H673
8,Jim Kaat HOF,5th,125,29.6%,130,44,25,50.5,38.1,44.3,61.4,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37.0,283.0,237.0,3.45,108.0,1.259,898.0,625.0,17.0,4530.1,4620.0,395.0,1083.0,2461.0,*1H/D
9,Dick Allen,10th,70,16.5%,99,39,15,58.7,45.9,52.3,55.8,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156.0,,,,,,,,,,,,,,*3*57H/4D68
10,Ken Boyer,14th,69,16.3%,87,36,15,62.8,46.2,54.5,55.8,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116.0,,,,,,,,,,,,,,*58H36
11,Minnie Minoso HOF,9th,67,15.8%,104,37,20,53.2,39.7,46.4,53.4,1948,7059,1228,2113,195,1089,216,848,0.299,0.387,0.461,0.848,130.0,,,,,,,,,,,,,,*759H8/36D
12,Joe Torre HOF,11th,63,14.9%,96,40,18,57.5,37.2,47.4,53.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129.0,,,,,,,,,,,,,,*2*3*5H/7
13,Luis Tiant,6th,62,14.7%,97,41,19,66.1,44.2,55.1,61.4,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17.0,229.0,172.0,3.3,114.0,1.199,573.0,484.0,15.0,3486.1,3075.0,346.0,1104.0,2416.0,*1
14,Bobby Bonds,7th,45,10.6%,66,36,14,57.9,41.1,49.5,56.7,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129.0,,,,,,,,,,,,,,*98D7H
15,Mickey Lolich,9th,43,10.2%,99,37,16,48.0,37.8,42.9,61.4,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2.0,217.0,191.0,3.44,104.0,1.227,586.0,496.0,10.0,3638.1,3366.0,347.0,1099.0,2832.0,*1/H
16,Thurman Munson,13th,40,9.5%,90,29,11,46.1,37.0,41.5,44.2,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116.0,,,,,,,,,,,,,,*2DH/9375
17,Vada Pinson,12th,38,9.0%,95,36,18,54.1,40.0,47.1,58.1,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111.0,,,,,,,,,,,,,,*8*97H/3D
18,Vida Blue,2nd,37,8.7%,114,35,17,45.1,38.3,41.7,61.4,273,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4.0,209.0,161.0,3.27,108.0,1.233,502.0,473.0,2.0,3343.1,2939.0,263.0,1185.0,2175.0,*1/H
19,Curt Flood,12th,36,8.5%,59,16,15,41.9,32.7,37.3,58.1,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100.0,,,,,,,,,,,,,,*8H/5749
20,Rusty Staub,3rd,32,7.6%,59,38,23,45.8,33.3,39.5,56.7,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124.0,,,,,,,,,,,,,,*9*D*H*37/8
21,George Foster,2nd,29,6.9%,92,27,18,44.1,36.8,40.5,53.4,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126.0,,,,,,,,,,,,,,*789H/D3
22,X-Bill Madlock,1st,19,4.5%,69,31,15,38.2,28.4,33.3,55.8,1806,6594,920,2008,163,860,174,605,0.305,0.365,0.442,0.807,123.0,,,,,,,,,,,,,,*54HD3
23,Pete Rose,2nd,14,3.3%,311,55,24,79.6,44.9,62.2,53.4,3562,14053,2165,4256,160,1314,198,1566,0.303,0.375,0.409,0.784,118.0,,,,,,,,,,,,,,*3*7*5*4*9H8
24,X-Ron Cey,1st,8,1.9%,36,29,17,53.8,37.0,45.4,55.8,2073,7162,977,1868,316,1139,24,1012,0.261,0.354,0.445,0.799,121.0,,,,,,,,,,,,,,*5HD/3
25,X-Davey Lopes,1st,2,0.5%,33,26,16,42.3,30.2,36.3,57.0,1812,6354,1023,1671,155,614,557,833,0.263,0.349,0.388,0.737,107.0,,,,,,,,,,,,,,*4H8795/D6
26,X-Doug DeCinces,1st,2,0.5%,13,20,15,41.8,31.4,36.6,55.8,1649,5809,778,1505,237,879,58,618,0.259,0.329,0.445,0.774,115.0,,,,,,,,,,,,,,*5H4/D367
27,X-Andre Thornton,1st,2,0.5%,18,19,14,24.1,23.2,23.7,53.4,1565,5291,792,1342,253,895,48,876,0.254,0.36,0.452,0.811,123.0,,,,,,,,,,,,,,*D*3H/95
28,X-Bill Campbell,1st,1,0.2%,29,11,15,12.4,13.2,12.8,32.5,264,26,2,4,0,2,0,4,0.154,0.267,0.154,0.421,19.0,83.0,68.0,3.54,111.0,1.329,700.0,9.0,126.0,1229.1,1139.0,82.0,495.0,864.0,*1
29,X-Gary Matthews,1st,0,0.0%,20,29,16,30.4,22.3,26.3,53.4,2033,7147,1083,2011,234,978,183,940,0.281,0.364,0.439,0.802,118.0,,,,,,,,,,,,,,*7*9HD
30,X-Hal McRae,1st,0,0.0%,49,24,19,27.9,24.2,26.1,53.4,2084,7218,940,2091,191,1097,109,648,0.29,0.351,0.454,0.805,123.0,,,,,,,,,,,,,,*D*7H98/54
31,X-Cecil Cooper,1st,0,0.0%,96,28,17,36.0,30.0,33.0,53.4,1896,7349,1012,2192,241,1125,89,448,0.298,0.337,0.466,0.803,121.0,,,,,,,,,,,,,,*3*DH
32,X-Darrell Porter,1st,0,0.0%,63,31,17,40.8,29.1,35.0,44.2,1782,5539,765,1369,188,826,39,905,0.247,0.354,0.409,0.763,113.0,,,,,,,,,,,,,,*2HD/3
33,X-Rick Burleson,1st,0,0.0%,20,17,13,22.9,21.3,22.1,55.4,1346,5139,656,1401,50,449,72,420,0.273,0.328,0.361,0.689,87.0,,,,,,,,,,,,,,*64DH/5
1,Steve Carlton,1st,436,95.6%,266,58,24,90.2,54.3,72.3,61.4,699,1719,123,346,13,140,2,41,0.201,0.223,0.259,0.482,33.0,329.0,244.0,3.22,115.0,1.247,741.0,709.0,2.0,5217.2,4672.0,414.0,1833.0,4136.0,*1/H
2,X-Orlando Cepeda HOF,15th,335,73.5%,126,37,17,50.1,34.5,42.3,53.4,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133.0,,,,,,,,,,,,,,*37DH/95
3,Phil Niekro HOF,2nd,273,59.9%,157,52,24,95.9,54.3,75.1,61.4,742,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8.0,318.0,274.0,3.35,115.0,1.268,864.0,716.0,29.0,5404.0,5044.0,482.0,1809.0,3342.0,*1/H
4,Tony Perez HOF,3rd,263,57.7%,81,41,23,54.0,36.5,45.3,53.4,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122.0,,,,,,,,,,,,,,*3*5HD/4
5,Don Sutton HOF,1st,259,56.8%,149,58,23,66.7,33.9,50.3,61.4,611,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2.0,324.0,256.0,3.26,108.0,1.142,774.0,756.0,5.0,5282.1,4692.0,472.0,1343.0,3574.0,*1/H
6,Steve Garvey,2nd,166,36.4%,131,32,19,38.0,28.7,33.4,53.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117.0,,,,,,,,,,,,,,*35H/749
7,Tony Oliva HOF,13th,158,34.6%,114,29,15,43.0,38.6,40.8,56.7,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131.0,,,,,,,,,,,,,,*9*DH8/7
8,Ron Santo HOF,11th,150,32.9%,88,41,15,70.5,53.8,62.2,55.8,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125.0,,,,,,,,,,,,,,*5D4/H673
9,Bruce Sutter HOF,1st,109,23.9%,79,17,12,24.1,24.3,24.2,32.5,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33.0,68.0,71.0,2.83,136.0,1.14,661.0,0.0,300.0,1042.0,879.0,77.0,309.0,861.0,*1
10,Jim Kaat HOF,6th,98,21.5%,130,44,25,50.5,38.1,44.3,61.4,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37.0,283.0,237.0,3.45,108.0,1.259,898.0,625.0,17.0,4530.1,4620.0,395.0,1083.0,2461.0,*1H/D
11,Dick Allen,11th,66,14.5%,99,39,15,58.7,45.9,52.3,55.8,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156.0,,,,,,,,,,,,,,*3*57H/4D68
12,X-Ken Boyer,15th,54,11.8%,87,36,15,62.8,46.2,54.5,55.8,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116.0,,,,,,,,,,,,,,*58H36
13,Joe Torre HOF,12th,53,11.6%,96,40,18,57.5,37.2,47.4,53.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129.0,,,,,,,,,,,,,,*2*3*5H/7
14,Vada Pinson,13th,46,10.1%,95,36,18,54.1,40.0,47.1,58.1,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111.0,,,,,,,,,,,,,,*8*97H/3D
15,Minnie Minoso HOF,10th,45,9.9%,104,37,20,53.2,39.7,46.4,53.4,1948,7059,1228,2113,195,1089,216,848,0.299,0.387,0.461,0.848,130.0,,,,,,,,,,,,,,*759H8/36D
16,Luis Tiant,7th,42,9.2%,97,41,19,66.1,44.2,55.1,61.4,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17.0,229.0,172.0,3.3,114.0,1.199,573.0,484.0,15.0,3486.1,3075.0,346.0,1104.0,2416.0,*1
17,Curt Flood,13th,39,8.6%,59,16,15,41.9,32.7,37.3,58.1,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100.0,,,,,,,,,,,,,,*8H/5749
18,Graig Nettles,1st,38,8.3%,63,31,22,67.9,42.4,55.2,55.8,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110.0,,,,,,,,,,,,,,*5H7/39D68
19,Bobby Bonds,8th,37,8.1%,66,36,14,57.9,41.1,49.5,56.7,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129.0,,,,,,,,,,,,,,*98D7H
20,Rusty Staub,4th,36,7.9%,59,38,23,45.8,33.3,39.5,56.7,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124.0,,,,,,,,,,,,,,*9*D*H*37/8
21,Dave Concepcion,1st,31,6.8%,107,29,19,40.1,29.9,35.0,55.4,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88.0,0.0,0.0,0.0,,1.5,1.0,0.0,0.0,1.1,2.0,0.0,0.0,1.0,*6H453/81
22,Thurman Munson,14th,31,6.8%,90,29,11,46.1,37.0,41.5,44.2,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116.0,,,,,,,,,,,,,,*2DH/9375
23,Ron Guidry,1st,24,5.3%,107,38,14,47.8,38.0,42.9,61.4,14,0,4,0,0,0,0,0,,,,,,170.0,91.0,3.29,119.0,1.184,368.0,323.0,4.0,2392.0,2198.0,226.0,633.0,1778.0,*1/H8
24,Mickey Lolich,10th,23,5.0%,99,37,16,48.0,37.8,42.9,61.4,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2.0,217.0,191.0,3.44,104.0,1.227,586.0,496.0,10.0,3638.1,3366.0,347.0,1099.0,2832.0,*1/H
25,X-Pete Rose,3rd,19,4.2%,311,55,24,79.6,44.9,62.2,53.4,3562,14053,2165,4256,160,1314,198,1566,0.303,0.375,0.409,0.784,118.0,,,,,,,,,,,,,,*3*7*5*4*9H8
26,X-Ted Simmons HOF,1st,17,3.7%,125,44,21,50.3,34.8,42.6,44.2,2456,8680,1074,2472,248,1389,21,855,0.285,0.348,0.437,0.785,118.0,,,,,,,,,,,,,,*2DH37/59
27,George Foster,3rd,16,3.5%,92,27,18,44.1,36.8,40.5,53.4,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126.0,,,,,,,,,,,,,,*789H/D3
28,Vida Blue,3rd,14,3.1%,114,35,17,45.1,38.3,41.7,61.4,273,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4.0,209.0,161.0,3.27,108.0,1.233,502.0,473.0,2.0,3343.1,2939.0,263.0,1185.0,2175.0,*1/H
29,Don Baylor,1st,12,2.6%,44,30,19,28.4,21.6,25.0,53.4,2292,8198,1236,2135,338,1276,285,805,0.26,0.342,0.436,0.777,118.0,,,,,,,,,,,,,,*D*793H8
30,X-Joe Niekro,1st,6,1.3%,47,26,22,29.7,21.7,25.7,61.4,646,973,55,152,1,72,1,38,0.156,0.188,0.188,0.376,8.0,221.0,204.0,3.59,98.0,1.319,702.0,500.0,16.0,3584.1,3466.0,276.0,1262.0,1747.0,*1/H
31,X-Larry Parrish,1st,2,0.4%,22,18,15,15.6,15.8,15.7,55.8,1891,6792,850,1789,256,992,30,529,0.263,0.318,0.439,0.757,107.0,,,,,,,,,,,,,,*5*9*DH3/746
32,X-Phil Garner,1st,2,0.4%,17,17,16,29.7,23.4,26.5,57.0,1860,6136,780,1594,109,738,225,564,0.26,0.323,0.389,0.711,99.0,,,,,,,,,,,,,,*4*5H6/D
33,X-Jose Cruz,1st,2,0.4%,28,28,19,54.3,36.3,45.3,53.4,2353,7917,1036,2251,165,1077,317,898,0.284,0.354,0.42,0.774,120.0,,,,,,,,,,,,,,*7*98H/D3
34,X-Ray Knight,1st,1,0.2%,20,9,13,13.2,15.8,14.5,55.8,1495,4829,490,1311,84,595,14,343,0.271,0.321,0.39,0.711,99.0,,,,,,,,,,,,,,*5*3HD/4769
35,X-Scott McGregor,1st,0,0.0%,37,16,13,20.2,20.3,20.3,61.4,1,0,0,0,0,0,0,0,,,,,,138.0,108.0,3.99,98.0,1.291,356.0,309.0,5.0,2140.2,2245.0,235.0,518.0,904.0,*1/D
36,X-Bob Horner,1st,0,0.0%,16,22,10,21.8,19.1,20.5,55.8,1020,3777,560,1047,218,685,14,369,0.277,0.34,0.499,0.839,127.0,,,,,,,,,,,,,,*5*3/H
37,X-George Hendrick,1st,0,0.0%,31,23,18,29.1,24.2,26.6,58.1,2048,7129,941,1980,267,1111,59,567,0.278,0.329,0.446,0.775,117.0,,,,,,,,,,,,,,*9*87H3/D
38,X-Mario Soto,1st,0,0.0%,27,15,12,25.8,27.0,26.4,61.4,303,530,32,70,1,24,0,11,0.132,0.152,0.166,0.318,-12.0,100.0,92.0,3.47,108.0,1.186,297.0,224.0,4.0,1730.1,1395.0,172.0,657.0,1449.0,1/H
39,X-Chris Chambliss,1st,0,0.0%,16,15,17,27.5,20.5,24.0,53.4,2175,7571,912,2109,185,972,40,632,0.279,0.334,0.415,0.749,109.0,,,,,,,,,,,,,,*3H/D
1,Mike Schmidt,1st,444,96.5%,250,56,18,106.8,58.8,82.8,55.8,2404,8352,1506,2234,548,1595,174,1507,0.267,0.38,0.527,0.908,148.0,,,,,,,,,,,,,,*53H/64
2,Phil Niekro HOF,3rd,286,62.2%,157,52,24,95.9,54.3,75.1,61.4,742,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8.0,318.0,274.0,3.35,115.0,1.268,864.0,716.0,29.0,5404.0,5044.0,482.0,1809.0,3342.0,*1/H
3,Don Sutton HOF,2nd,264,57.4%,149,58,23,66.7,33.9,50.3,61.4,611,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2.0,324.0,256.0,3.26,108.0,1.142,774.0,756.0,5.0,5282.1,4692.0,472.0,1343.0,3574.0,*1/H
4,Tony Perez HOF,4th,259,56.3%,81,41,23,54.0,36.5,45.3,53.4,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122.0,,,,,,,,,,,,,,*3*5HD/4
5,Steve Garvey,3rd,196,42.6%,131,32,19,38.0,28.7,33.4,53.4,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117.0,,,,,,,,,,,,,,*35H/749
6,Tony Oliva HOF,14th,149,32.4%,114,29,15,43.0,38.6,40.8,56.7,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131.0,,,,,,,,,,,,,,*9*DH8/7
7,Ron Santo HOF,12th,139,30.2%,88,41,15,70.5,53.8,62.2,55.8,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125.0,,,,,,,,,,,,,,*5D4/H673
8,Bruce Sutter HOF,2nd,137,29.8%,79,17,12,24.1,24.3,24.2,32.5,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33.0,68.0,71.0,2.83,136.0,1.14,661.0,0.0,300.0,1042.0,879.0,77.0,309.0,861.0,*1
9,Jim Rice HOF,1st,137,29.8%,147,43,16,47.7,36.4,42.1,53.4,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128.0,,,,,,,,,,,,,,*7*D9/H8
10,Jim Kaat HOF,7th,100,21.7%,130,44,25,50.5,38.1,44.3,61.4,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37.0,283.0,237.0,3.45,108.0,1.259,898.0,625.0,17.0,4530.1,4620.0,395.0,1083.0,2461.0,*1H/D
11,Tommy John,1st,98,21.3%,112,44,26,61.6,34.6,48.1,61.4,452,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7.0,288.0,231.0,3.34,111.0,1.283,760.0,700.0,3.0,4710.1,4783.0,302.0,1259.0,2245.0,*1/H
12,Dick Allen,12th,72,15.7%,99,39,15,58.7,45.9,52.3,55.8,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156.0,,,,,,,,,,,,,,*3*57H/4D68
13,Minnie Minoso HOF,11th,66,14.3%,104,37,20,53.2,39.7,46.4,53.4,1948,7059,1228,2113,195,1089,216,848,0.299,0.387,0.461,0.848,130.0,,,,,,,,,,,,,,*759H8/36D
14,Curt Flood,14th,59,12.8%,59,16,15,41.9,32.7,37.3,58.1,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100.0,,,,,,,,,,,,,,*8H/5749
15,Joe Torre HOF,13th,50,10.9%,96,40,18,57.5,37.2,47.4,53.4,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129.0,,,,,,,,,,,,,,*2*3*5H/7
16,Luis Tiant,8th,45,9.8%,97,41,19,66.1,44.2,55.1,61.4,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17.0,229.0,172.0,3.3,114.0,1.199,573.0,484.0,15.0,3486.1,3075.0,346.0,1104.0,2416.0,*1
17,Dave Concepcion,2nd,43,9.3%,107,29,19,40.1,29.9,35.0,55.4,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88.0,0.0,0.0,0.0,,1.5,1.0,0.0,0.0,1.1,2.0,0.0,0.0,1.0,*6H453/81
18,Bobby Bonds,9th,35,7.6%,66,36,14,57.9,41.1,49.5,56.7,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129.0,,,,,,,,,,,,,,*98D7H
19,Vada Pinson,14th,32,7.0%,95,36,18,54.1,40.0,47.1,58.1,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111.0,,,,,,,,,,,,,,*8*97H/3D
20,X-Thurman Munson,15th,30,6.5%,90,29,11,46.1,37.0,41.5,44.2,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116.0,,,,,,,,,,,,,,*2DH/9375
21,Graig Nettles,2nd,28,6.1%,63,31,22,67.9,42.4,55.2,55.8,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110.0,,,,,,,,,,,,,,*5H7/39D68
22,Vida Blue,4th,26,5.7%,114,35,17,45.1,38.3,41.7,61.4,273,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4.0,209.0,161.0,3.27,108.0,1.233,502.0,473.0,2.0,3343.1,2939.0,263.0,1185.0,2175.0,*1/H
23,Mickey Lolich,11th,26,5.7%,99,37,16,48.0,37.8,42.9,61.4,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2.0,217.0,191.0,3.44,104.0,1.227,586.0,496.0,10.0,3638.1,3366.0,347.0,1099.0,2832.0,*1/H
24,Ron Guidry,2nd,25,5.4%,107,38,14,47.8,38.0,42.9,61.4,14,0,4,0,0,0,0,0,,,,,,170.0,91.0,3.29,119.0,1.184,368.0,323.0,4.0,2392.0,2198.0,226.0,633.0,1778.0,*1/H8
25,Rusty Staub,5th,23,5.0%,59,38,23,45.8,33.3,39.5,56.7,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124.0,,,,,,,,,,,,,,*9*D*H*37/8
26,X-George Foster,4th,19,4.1%,92,27,18,44.1,36.8,40.5,53.4,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126.0,,,,,,,,,,,,,,*789H/D3
27,X-Don Baylor,2nd,12,2.6%,44,30,19,28.4,21.6,25.0,53.4,2292,8198,1236,2135,338,1276,285,805,0.26,0.342,0.436,0.777,118.0,,,,,,,,,,,,,,*D*793H8
28,X-Darrell Evans,1st,8,1.7%,42,40,21,58.7,37.2,47.9,55.8,2687,8973,1344,2223,414,1354,98,1605,0.248,0.361,0.431,0.792,119.0,,,,,,,,,,,,,,*5*3DH7/6
29,X-Buddy Bell,1st,8,1.7%,67,30,18,66.3,40.5,53.4,55.8,2405,8995,1151,2514,201,1106,55,836,0.279,0.341,0.406,0.747,109.0,,,,,,,,,,,,,,*598H6/D374
30,X-Kent Tekulve,1st,6,1.3%,52,14,16,25.5,19.3,22.4,32.5,1050,121,8,10,0,2,0,6,0.083,0.126,0.083,0.209,-41.0,94.0,90.0,2.85,132.0,1.25,1050.0,0.0,184.0,1436.2,1305.0,63.0,491.0,779.0,*1/7H
31,X-Bob Forsch,1st,2,0.4%,33,20,16,24.6,22.1,23.3,61.4,509,893,77,190,12,84,3,27,0.213,0.235,0.321,0.557,53.0,168.0,136.0,3.76,98.0,1.291,498.0,422.0,3.0,2794.2,2777.0,216.0,832.0,1133.0,*1/H
32,X-Willie Hernandez,1st,2,0.4%,48,13,13,16.7,15.8,16.3,32.5,396,63,4,13,0,3,2,1,0.206,0.219,0.238,0.457,23.0,70.0,63.0,3.38,119.0,1.245,744.0,11.0,147.0,1044.2,952.0,97.0,349.0,788.0,*1/H
33,X-Chris Speier,1st,1,0.2%,26,19,19,30.6,22.5,26.6,55.4,2260,7156,770,1759,112,720,42,847,0.246,0.327,0.349,0.676,88.0,,,,,,,,,,,,,,*65H4/3
34,X-Jim Sundberg,1st,1,0.2%,87,24,16,40.5,28.7,34.6,44.2,1962,6021,621,1493,95,624,20,699,0.248,0.327,0.348,0.674,90.0,,,,,,,,,,,,,,*2H/7D
35,X-Mike Krukow,1st,1,0.2%,10,11,14,24.0,19.9,21.9,61.4,371,722,44,139,5,54,3,17,0.193,0.214,0.244,0.457,26.0,124.0,117.0,3.9,96.0,1.349,369.0,355.0,1.0,2190.2,2188.0,196.0,767.0,1478.0,*1/H
36,X-Manny Trillo,1st,0,0.0%,23,12,17,11.2,10.3,10.8,57.0,1780,5950,598,1562,61,571,56,452,0.263,0.316,0.345,0.66,81.0,,,,,,,,,,,,,,*45H3/6
37,X-Rick Rhoden,1st,0,0.0%,24,21,16,35.3,30.0,32.7,61.4,367,761,58,181,9,75,0,17,0.238,0.253,0.323,0.576,60.0,151.0,125.0,3.59,104.0,1.314,413.0,380.0,1.0,2593.2,2606.0,198.0,801.0,1419.0,*1/HD
38,X-Doyle Alexander,1st,0,0.0%,23,24,19,35.0,29.4,32.2,61.4,146,265,19,44,0,17,0,9,0.166,0.195,0.196,0.391,9.0,194.0,174.0,3.76,103.0,1.293,561.0,464.0,3.0,3367.2,3376.0,324.0,978.0,1528.0,*1/H
39,X-Greg Gross,1st,0,0.0%,13,16,17,12.5,13.4,12.9,56.7,1809,3745,449,1073,7,308,39,523,0.287,0.372,0.351,0.723,103.0,0.0,0.0,10.8,50.0,3.6,2.0,0.0,0.0,1.2,4.0,0.0,2.0,3.0,*H*7*983/1
